method,median,sd,min,max,Q1,Q3,se_est,n,n_pts,matrix
pnorm_sparse,0.25107886193770873,NaN,0.25107886193770873,0.25107886193770873,0.25107886193770873,0.25107886193770873,3.3067230796714464e-6,512,245760,mattern_cov1
pnorm_sparse32,0.25107651948928833,NaN,0.25107651948928833,0.25107651948928833,0.25107651948928833,0.25107651948928833,8.22407819214277e-5,512,245760,mattern_cov1
tlr,0.2510785770298348,NaN,0.2510785770298348,0.2510785770298348,0.2510785770298348,0.2510785770298348,1.3058603212473961e-6,512,245760,mattern_cov1
pnorm,0.2663106030981022,NaN,0.2663106030981022,0.2663106030981022,0.2663106030981022,0.2663106030981022,0.0005461741257373658,1024,24576,mattern_cov1
pnorm32,0.2662314176559448,NaN,0.2662314176559448,0.2662314176559448,0.2662314176559448,0.2662314176559448,0.000535187020432204,1024,24576,mattern_cov1
pnorm_sparse,0.26589930731440126,NaN,0.26589930731440126,0.26589930731440126,0.26589930731440126,0.26589930731440126,0.00047687500534240537,1024,24576,mattern_cov1
pnorm_sparse32,0.266088604927063,NaN,0.266088604927063,0.266088604927063,0.266088604927063,0.266088604927063,0.0005121174035593867,1024,24576,mattern_cov1
tlr,0.2662538440124619,NaN,0.2662538440124619,0.2662538440124619,0.2662538440124619,0.2662538440124619,0.00010569692405332209,1024,24576,mattern_cov1
pnorm,0.26629026614970946,NaN,0.26629026614970946,0.26629026614970946,0.26629026614970946,0.26629026614970946,0.00017495102424063284,1024,245760,mattern_cov1
pnorm32,0.2666260898113251,NaN,0.2666260898113251,0.2666260898113251,0.2666260898113251,0.2666260898113251,0.002617870457470417,1024,245760,mattern_cov1
pnorm_sparse,0.2662108948659578,NaN,0.2662108948659578,0.2662108948659578,0.2662108948659578,0.2662108948659578,0.0002552254211269465,1024,245760,mattern_cov1
pnorm_sparse32,0.26650533080101013,NaN,0.26650533080101013,0.26650533080101013,0.26650533080101013,0.26650533080101013,0.004067926201969385,1024,245760,mattern_cov1
tlr,0.26631091137192997,NaN,0.26631091137192997,0.26631091137192997,0.26631091137192997,0.26631091137192997,4.813172817956327e-5,1024,245760,mattern_cov1
pnorm,0.33712567531089394,NaN,0.33712567531089394,0.33712567531089394,0.33712567531089394,0.33712567531089394,0.0010746472999859083,2048,24576,mattern_cov1
pnorm32,0.3395582437515259,NaN,0.3395582437515259,0.3395582437515259,0.3395582437515259,0.3395582437515259,0.0031205923296511173,2048,24576,mattern_cov1
pnorm_sparse,0.3385180724211461,NaN,0.3385180724211461,0.3385180724211461,0.3385180724211461,0.3385180724211461,0.0035372708575896745,2048,24576,mattern_cov1
pnorm_sparse32,0.3403753340244293,NaN,0.3403753340244293,0.3403753340244293,0.3403753340244293,0.3403753340244293,0.0037095460575073957,2048,24576,mattern_cov1
tlr,0.3375536107729037,NaN,0.3375536107729037,0.3375536107729037,0.3375536107729037,0.3375536107729037,0.0009342215674689635,2048,24576,mattern_cov1
pnorm,0.33853171176469915,NaN,0.33853171176469915,0.33853171176469915,0.33853171176469915,0.33853171176469915,0.0006970396722772922,2048,245760,mattern_cov1
pnorm32,0.337650865316391,NaN,0.337650865316391,0.337650865316391,0.337650865316391,0.337650865316391,0.0072092958725988865,2048,245760,mattern_cov1
pnorm_sparse,0.338448824265056,NaN,0.338448824265056,0.338448824265056,0.338448824265056,0.338448824265056,0.0017455051350606272,2048,245760,mattern_cov1
pnorm_sparse32,0.34123098850250244,NaN,0.34123098850250244,0.34123098850250244,0.34123098850250244,0.34123098850250244,0.015986986458301544,2048,245760,mattern_cov1
tlr,0.33866395100858804,NaN,0.33866395100858804,0.33866395100858804,0.33866395100858804,0.33866395100858804,0.0003065779294107715,2048,245760,mattern_cov1
pnorm,0.48534200855839643,NaN,0.48534200855839643,0.48534200855839643,0.48534200855839643,0.48534200855839643,0.0031993158382124546,4096,24576,mattern_cov1
pnorm32,0.48718246817588806,NaN,0.48718246817588806,0.48718246817588806,0.48718246817588806,0.48718246817588806,0.009740578010678291,4096,24576,mattern_cov1
pnorm_sparse,0.49210944559150754,NaN,0.49210944559150754,0.49210944559150754,0.49210944559150754,0.49210944559150754,0.006168055234504698,4096,24576,mattern_cov1
pnorm_sparse32,0.4850062429904938,NaN,0.4850062429904938,0.4850062429904938,0.4850062429904938,0.4850062429904938,0.006583409383893013,4096,24576,mattern_cov1
tlr,0.48551578807030416,NaN,0.48551578807030416,0.48551578807030416,0.48551578807030416,0.48551578807030416,0.0018463303990106066,4096,24576,mattern_cov1
pnorm,0.4855452656416315,NaN,0.4855452656416315,0.4855452656416315,0.4855452656416315,0.4855452656416315,0.0009406617804385355,4096,245760,mattern_cov1
pnorm32,0.48112550377845764,NaN,0.48112550377845764,0.48112550377845764,0.48112550377845764,0.48112550377845764,0.04002222791314125,4096,245760,mattern_cov1
pnorm_sparse,0.4898248146375743,NaN,0.4898248146375743,0.4898248146375743,0.4898248146375743,0.4898248146375743,0.004498519010376145,4096,245760,mattern_cov1
pnorm_sparse32,0.49025043845176697,NaN,0.49025043845176697,0.49025043845176697,0.49025043845176697,0.49025043845176697,0.01779351569712162,4096,245760,mattern_cov1
