method,median,sd,min,max,Q1,Q3,se_est,n,n_pts,matrix
pnorm_sparse,0.7738165130290107,0.0002684070133236119,0.7732119842908286,0.7745059233518209,0.7736429194620248,0.7740377693388623,0.0007805355127122962,1024,245760,fixed_dense
pnorm_sparse32,0.7738096415996552,0.00024552884149269016,0.7732422947883606,0.7743750214576721,0.7736294865608215,0.773955911397934,0.0007782888013753109,1024,245760,fixed_dense
tlr,0.7737394064494845,0.0003091908094350895,0.7729654780142795,0.7746244812702152,0.7735828043051513,0.7739348286559948,0.00031164993176777334,1024,245760,fixed_dense
pnorm,0.8038283266149937,0.000728956004592476,0.8021309599018589,0.8053021352712127,0.8032381319276135,0.8042098475871691,0.001989727840453926,2048,24576,fixed_dense
pnorm32,0.803804874420166,0.0006339312887881301,0.8020430207252502,0.8051667809486389,0.8032858967781067,0.8042195290327072,0.0020695284847170115,2048,24576,fixed_dense
pnorm_sparse,0.8038283266149937,0.0007289560045925096,0.8021309599018588,0.8053021352712127,0.8032381319276134,0.8042098475871688,0.0019897278404539327,2048,24576,fixed_dense
pnorm_sparse32,0.8038049340248108,0.0006339233842214822,0.8020431995391846,0.8051667213439941,0.8032858967781067,0.8042196184396744,0.002069532157620415,2048,24576,fixed_dense
tlr,0.8039042290861917,0.0011207709510694978,0.8009165221650216,0.8073616671460455,0.8031903356873875,0.8046693813895323,0.0009742775928492619,2048,24576,fixed_dense
pnorm,0.8038975263853437,0.00022650128239665198,0.8033617481264735,0.8043404143771232,0.8037226854297984,0.8040319960911618,0.0006744867323342173,2048,245760,fixed_dense
pnorm32,0.8038440346717834,0.00023350404878616843,0.8030421733856201,0.8044022917747498,0.803696870803833,0.8039756119251251,0.0006760789282270707,2048,245760,fixed_dense
pnorm_sparse,0.8038975263853436,0.00022650128239664144,0.8033617481264734,0.8043404143771231,0.8037226854297984,0.8040319960911618,0.0006744867323342188,2048,245760,fixed_dense
pnorm_sparse32,0.8038440346717834,0.000233510171657525,0.8030421733856201,0.8044023513793945,0.8036969602108002,0.8039757013320923,0.0006760806584497913,2048,245760,fixed_dense
tlr,0.8038494406207983,0.0002560332803611637,0.8032324354682284,0.8044411312102833,0.8036596551468349,0.8039715914943842,0.0002798502509627088,2048,245760,fixed_dense
pnorm,0.8296206989095798,0.0005700475279357244,0.8285165114650512,0.8314293397103216,0.8292271117997317,0.830022608607582,0.002000812395622391,4096,24576,fixed_dense
pnorm32,0.8295533657073975,0.0006286224048118188,0.8280884623527527,0.8309924602508545,0.8291868418455124,0.8300237208604813,0.0020057002687826754,4096,24576,fixed_dense
pnorm_sparse,0.8296206989095797,0.0005700475279357192,0.8285165114650512,0.8314293397103216,0.8292271117997317,0.8300226086075821,0.002000812395622405,4096,24576,fixed_dense
pnorm_sparse32,0.8295533657073975,0.0006286269856055096,0.8280885219573975,0.8309924602508545,0.829186886548996,0.8300236463546753,0.0020056937157642094,4096,24576,fixed_dense
tlr,0.8297707107532011,0.0009538159432321827,0.8272564283368762,0.8325132509727666,0.8289730483772034,0.8302812893920477,0.0009640038925139728,4096,24576,fixed_dense
pnorm,0.8296539882259981,0.0001993116547449084,0.8291666011739656,0.8303036956251953,0.8295344554987204,0.829777858989736,0.0005789524815564437,4096,245760,fixed_dense
pnorm32,0.8296514749526978,0.00016921559172191047,0.829289972782135,0.8300264477729797,0.8295786380767822,0.8297807574272156,0.0006087101862067356,4096,245760,fixed_dense
pnorm_sparse,0.8296539882259981,0.00019931165474490435,0.8291666011739655,0.8303036956251955,0.8295344554987203,0.829777858989736,0.0005789524815564478,4096,245760,fixed_dense
pnorm_sparse32,0.8296515345573425,0.0001692163652476634,0.8292900919914246,0.8300266265869141,0.829578697681427,0.8297807574272156,0.0006087104853941128,4096,245760,fixed_dense
tlr,0.8297062001532625,0.0002642289660661567,0.8290416717426418,0.8304735028257129,0.829546644495432,0.8298971833606844,0.00024765133182641166,4096,245760,fixed_dense
