Holdings details

Total World Stock ETF (VT)


Equity,as of 11/30/2025

,SEDOL,HOLDINGS,TICKER,% OF FUNDS*,SUB-INDUSTRY,COUNTRY,SECURITYDEPOSITORYRECEIPTTYPE,MARKET VALUE*,SHARES
,B236JB2,Tiangong International Co Ltd,826,<0.01%,Steel,HK,---,"$244,453.11","604,000"
,6894887,Toshiba TEC Corp,6588,<0.01%,"Technology Hardware, Storage & Peripherals",JP,---,"$244,355.81","13,400"
,BYQDMP9,Juneyao Airlines Co Ltd,603885,<0.01%,Passenger Airlines,CN,---,"$244,352.02","135,100"
,BMQBTH0,EverProX Technologies Co Ltd,300548,<0.01%,Communications Equipment,CN,---,"$244,289.92","13,600"
,BDD1R10,Siloam International Hospitals Tbk PT,SILO,<0.01%,Health Care Facilities,ID,---,"$243,789.57","1,650,401"
,6373988,Jinchuan Group International Resources Co Ltd,2362,<0.01%,Copper,HK,---,"$243,730.45","2,965,000"
,B00FRJ2,Suprajit Engineering Ltd,SEL,<0.01%,Automotive Parts & Equipment,IN,---,"$243,506.09","45,808"
,BM9S1Z0,Hexatronic Group AB,HTRO,<0.01%,Electrical Components & Equipment,SE,---,"$243,434.17","108,348"
,B13ZSL5,Altri SGPS SA,ALTR,<0.01%,Paper Products,PT,---,"$243,334.25","45,966"
,BD5LWH9,Hubei Century Network Technology Co Ltd,300494,<0.01%,Interactive Media & Services,CN,---,"$243,127.89","138,900"
,B1FQQK1,Verbio SE,VBK,<0.01%,Oil & Gas Refining & Marketing,DE,---,"$243,024.79","11,739"
,BFZTJ43,UPI Semiconductor Corp,6719,<0.01%,Semiconductors,TW,---,"$242,873.33","38,000"
,BNHPP14,Shanghai Electric Wind Power Group Co Ltd,688660,<0.01%,Heavy Electrical Equipment,CN,---,"$242,493.27","97,337"
,BZ3F6M0,Seazen Holdings Co Ltd,601155,<0.01%,Real Estate Development,CN,---,"$242,310.57","114,800"
,BMF7MS1,Jiangsu Xinquan Automotive Trim Co Ltd,603179,<0.01%,Automotive Parts & Equipment,CN,---,"$242,282.35","25,800"
,B1VW067,Ideal Holdings SA,INTEK,<0.01%,Technology Distributors,GR,---,"$242,275.99","36,038"
,6523103,Lian HWA Food Corp,1231,<0.01%,Packaged Foods & Meats,TW,---,"$242,165.13","75,900"
,B1362V6,Saudi Ceramic Co,SCERCO,<0.01%,Building Products,SA,---,"$242,164.16","31,848"
,BW4F6F1,RS Technologies Co Ltd,3445,<0.01%,Semiconductors,JP,---,"$242,158.04","10,400"
,BNHPGJ9,RoboTechnik Intelligent Technology Co Ltd,300757,<0.01%,Industrial Machinery & Supplies & Components,CN,---,"$242,148.86","8,300"
,2852760,JetBlue Airways Corp,JBLU,<0.01%,Passenger Airlines,US,---,"$242,104.89","52,977"
,BMF7P93,Mabwell Shanghai Bioscience Co Ltd,688062,<0.01%,Biotechnology,CN,---,"$242,077.08","39,601"
,BFCCQM2,Shenzhen Kedali Industry Co Ltd,002850,<0.01%,Automotive Parts & Equipment,CN,---,"$241,994.76","11,000"
,BP3R5Z2,Liaoning Cheng Da Co Ltd,600739,<0.01%,Trading Companies & Distributors,CN,---,"$241,857.43","145,200"
,B680BR7,YungShin Global Holding Corp,3705,<0.01%,Pharmaceuticals,TW,---,"$241,813.92","133,350"
,BNHPMR9,Xiamen Amoytop Biotech Co Ltd,688278,<0.01%,Biotechnology,CN,---,"$241,641.62","21,963"
,BKM3FP6,Ningbo Orient Wires & Cables Co Ltd,603606,<0.01%,Electrical Components & Equipment,CN,---,"$241,592.02","29,500"
,B5TVWD5,Kolon Industries Inc,120110,<0.01%,Commodity Chemicals,KR,---,"$241,543.73","8,682"
,BNHPNF4,Everdisplay Optronics Shanghai Co Ltd,688538,<0.01%,Electronic Components,CN,---,"$241,536.97","620,652"
,BD5CLC0,Shenzhen Agricultural Power Group Co Ltd,000061,<0.01%,Food Retail,CN,---,"$241,326.29","178,700"
,6497134,Green Cross Holdings Corp,005250,<0.01%,Biotechnology,KR,---,"$241,275.91","21,854"
,BK71F00,Western Superconducting Technologies Co Ltd,688122,<0.01%,Diversified Metals & Mining,CN,---,"$241,076.48","25,721"
,6734314,Software Service Inc,3733,<0.01%,Health Care Technology,JP,---,"$240,836.44","2,600"
,6740634,Ringer Hut Co Ltd,8200,<0.01%,Restaurants,JP,---,"$240,670.12","16,100"
,B4WQMV8,Super Group Ltd/South Africa,SPG,<0.01%,Automotive Retail,ZA,---,"$240,454.93","216,350"
,BHQPS81,Sai Micro Electronics Inc,300456,<0.01%,Electronic Components,CN,---,"$240,431.33","34,800"
,BN7GZ51,CTOS Digital Bhd,CTOS,<0.01%,Research & Consulting Services,MY,---,"$240,404.04","1,210,400"
,BF1QMS3,Transformers & Rectifiers India Ltd,TARIL,<0.01%,Electrical Components & Equipment,IN,---,"$240,287.50","78,865"
,BLC8J56,MFE-MediaForEurope NV,MFEB,<0.01%,Broadcasting,IT,---,"$240,149.73","50,501"
,B1M7PY4,Avant Group Corp,3836,<0.01%,IT Consulting & Other Services,JP,---,"$240,145.95","20,800"
,6250188,Daiichi Jitsugyo Co Ltd,8059,<0.01%,Trading Companies & Distributors,JP,---,"$240,105.82","12,600"
,6427692,Gemtek Technology Corp,4906,<0.01%,Communications Equipment,TW,---,"$240,003.62","287,000"
,BD5CC27,Kingnet Network Co Ltd,002517,<0.01%,Interactive Home Entertainment,CN,---,"$239,768.01","75,700"
,6432715,Hokuto Corp,1379,<0.01%,Agricultural Products & Services,JP,---,"$239,537.21","17,800"
,B1CC1X0,JAC Recruitment Co Ltd,2124,<0.01%,Human Resource & Employment Services,JP,---,"$239,471.53","33,800"
,6451817,Eizo Corp,6737,<0.01%,"Technology Hardware, Storage & Peripherals",JP,---,"$239,190.88","16,600"
,BK71BV3,Shanghai BOCHU Electronic Technology Corp Ltd,688188,<0.01%,Electronic Equipment & Instruments,CN,---,"$239,188.51","12,745"
,BD5CNL3,DHC Software Co Ltd,002065,<0.01%,IT Consulting & Other Services,CN,---,"$239,100.28","165,769"
,BM9KXQ1,Galata Wind Enerji AS,GWIND,<0.01%,Renewable Electricity,TR,---,"$238,787.13","442,823"
,6563648,Megaworld Corp,MEG,<0.01%,Real Estate Development,PH,---,"$238,732.59","6,892,900"
,B05HV35,Channel Well Technology Co Ltd,3078,<0.01%,Electronic Components,TW,---,"$238,658.43","103,892"
,B1HHF49,Kyoei Steel Ltd,5440,<0.01%,Steel,JP,---,"$238,454.86","15,600"
,6568212,Australian Ethical Investment Ltd,AEF,<0.01%,Asset Management & Custody Banks,AU,---,"$238,409.60","63,690"
,B050S66,Microbio Co Ltd,4128,<0.01%,Personal Care Products,TW,---,"$238,088.33","344,629"
,B3V2XQ2,Create SD Holdings Co Ltd,3148,<0.01%,Drug Retail,JP,---,"$238,038.06","11,200"
,B0NHMM3,Earth Corp,4985,<0.01%,Household Products,JP,---,"$237,932.63","7,200"
,BZCFTJ9,HAESUNG DS Co Ltd,195870,<0.01%,Semiconductor Materials & Equipment,KR,---,"$237,889.42","7,122"
,6805801,Hanwha General Insurance Co Ltd,000370,<0.01%,Property & Casualty Insurance,KR,---,"$237,838.22","66,514"
,BQ81P89,Redox Ltd/Australia,RDX,<0.01%,Trading Companies & Distributors,AU,---,"$237,727.64","124,986"
,6250887,Dai Nippon Toryo Co Ltd,4611,<0.01%,Specialty Chemicals,JP,---,"$237,723.72","27,200"
,BP3R563,China Hainan Rubber Industry Group Co Ltd,601118,<0.01%,Commodity Chemicals,CN,---,"$237,679.82","275,400"
,B11V893,Qol Holdings Co Ltd,3034,<0.01%,Drug Retail,JP,---,"$237,557.25","15,800"
,6564793,JPC connectivity Inc,6197,<0.01%,"Technology Hardware, Storage & Peripherals",TW,---,"$237,508.46","51,750"
,6596291,Mitani Sekisan Co Ltd,5273,<0.01%,Construction Materials,JP,---,"$237,430.93","4,500"
,6661122,Orient Corp,8585,<0.01%,Consumer Finance,JP,---,"$237,413.25","35,850"
,BF93XP0,Borosil Renewables Ltd,BORORENE,<0.01%,Semiconductor Materials & Equipment,IN,---,"$237,302.98","36,359"
,6731393,Digital Holdings Inc,2389,<0.01%,Advertising,JP,---,"$237,232.94","17,295"
,B1GZ9S6,Hirata Corp,6258,<0.01%,Industrial Machinery & Supplies & Components,JP,---,"$236,712.75","16,140"
,BYXZYM9,RFHIC Corp,218410,<0.01%,Semiconductors,KR,---,"$236,442.82","12,613"
,BK5XVJ9,FINEOS CORP HOLDINGS PLC-CDI,FCL,<0.01%,Application Software,AU,CDI,"$236,364.06","118,340"
,BSWXGM6,KPI Green Energy Ltd,KPIG,<0.01%,Renewable Electricity,IN,---,"$236,338.54","48,810"
,2578293,Lennar Corp,LEN/B,<0.01%,Homebuilding,US,---,"$236,180.49","1,911"
,BD7Y737,Samhallsbyggnadsbolaget i Norden AB,SBBB,<0.01%,Real Estate Operating Companies,SE,---,"$236,023.60","524,544"
,BD5C904,Guangxi Liugong Machinery Co Ltd,000528,<0.01%,Construction Machinery & Heavy Transportation Equipment,CN,---,"$235,779.52","139,200"
,BNC08V5,Petroreconcavo S/A,RECV3,<0.01%,Oil & Gas Exploration & Production,BR,---,"$235,674.10","117,900"
,6767826,Saibu Gas Holdings Co Ltd,9536,<0.01%,Gas Utilities,JP,---,"$235,602.64","18,900"
,6804466,Shinagawa Refra Co Ltd,5351,<0.01%,Construction Materials,JP,---,"$235,371.69","18,467"
,B02KKT6,Nihon Chouzai Co Ltd,3341,<0.01%,Drug Retail,JP,---,"$235,220.66","9,400"
,BHHDV30,WingArc1st Inc,4432,<0.01%,Application Software,JP,---,"$235,104.87","10,400"
,6805339,Shofu Inc,7979,<0.01%,Health Care Supplies,JP,---,"$235,030.15","19,600"
,6804433,Yondenko Corp,1939,<0.01%,Construction & Engineering,JP,---,"$234,923.58","24,300"
,BR1G2T8,LISI - PF -,---,<0.01%,Aerospace & Defense,FR,---,"$234,875.93","4,123"
,BK4XYC4,Pharmaron Beijing Co Ltd,300759,<0.01%,Life Sciences Tools & Services,CN,---,"$234,762.34","57,019"
,BFSQNZ0,Texhong International Group Ltd,2678,<0.01%,Textiles,HK,---,"$234,592.61","405,500"
,6121983,IFCI Ltd,IFCI,<0.01%,Specialized Finance,IN,---,"$234,560.61","409,822"
,BP3R8H5,Kingfa Sci & Tech Co Ltd,600143,<0.01%,Commodity Chemicals,CN,---,"$234,559.35","90,700"
,6250296,Enplas Corp,6961,<0.01%,Electronic Components,JP,---,"$234,254.36","3,800"
,BNGBZW4,Hyundai Green Food,453340,<0.01%,Food Distributors,KR,---,"$234,222.46","22,101"
,6739900,Riken Technos Corp,4220,<0.01%,Commodity Chemicals,JP,---,"$234,091.95","24,700"
,BNC0LN8,PolyPeptide Group AG,PPGN,<0.01%,Life Sciences Tools & Services,CH,---,"$234,036.12","7,414"
,BFYQH85,Hoshine Silicon Industry Co Ltd,603260,<0.01%,Specialty Chemicals,CN,---,"$233,978.35","29,300"
,BD5C8S5,Shenzhen Woer Heat-Shrinkable Material Co Ltd,002130,<0.01%,Electrical Components & Equipment,CN,---,"$233,921.73","65,800"
,6178666,Synopex Inc,025320,<0.01%,Electronic Components,KR,---,"$233,792.94","55,534"
,7399358,Skagi Hf,SKAGI,<0.01%,Property & Casualty Insurance,IS,---,"$233,679.51","1,478,358"
,6116116,Etron Technology Inc,5351,<0.01%,Semiconductors,TW,---,"$233,675.51","184,634"
,BNHPMJ1,Suzhou Zelgen Biopharmaceutical Co Ltd,688266,<0.01%,Biotechnology,CN,---,"$233,614.62","14,994"
,B1P3R43,Sao Martinho S/A,SMTO3,<0.01%,Packaged Foods & Meats,BR,---,"$233,401.84","88,800"
,BP3RMZ1,Hunan New Wellful Co Ltd,600975,<0.01%,Packaged Foods & Meats,CN,---,"$233,207.76","268,300"
,BP3R5N0,BBMG Corp,601992,<0.01%,Construction Materials,CN,---,"$233,131.07","963,700"
,6637974,Nichiden Corp,9902,<0.01%,Trading Companies & Distributors,JP,---,"$233,124.65","14,200"
,BD6V5C4,Asymchem Laboratories Tianjin Co Ltd,002821,<0.01%,Pharmaceuticals,CN,---,"$233,103.36","17,700"
,B43HJN1,RichWave Technology Corp,4968,<0.01%,Semiconductors,TW,---,"$233,088.38","51,518"
,6643647,Mitsubishi Logisnext Co Ltd,7105,<0.01%,Construction Machinery & Heavy Transportation Equipment,JP,---,"$233,011.79","23,600"
,BNLPTL8,Voltalia SA,VLTSA,<0.01%,Renewable Electricity,FR,---,"$232,921.15","27,548"
,B02N2W2,Cera Sanitaryware Ltd,CRS,<0.01%,Building Products,IN,---,"$232,919.63","3,753"
,BMBQDG7,BinDawood Holding Co,BINDAWOO,<0.01%,Consumer Staples Merchandise Retail,SA,---,"$232,839.98","175,250"
,BNHNCZ1,Dizal Jiangsu Pharmaceutical Co Ltd,688192,<0.01%,Biotechnology,CN,---,"$232,804.30","25,492"
,BD5CCK5,Hangzhou Tigermed Consulting Co Ltd,300347,<0.01%,Life Sciences Tools & Services,CN,---,"$232,686.11","32,150"
,BD3CWG3,Tokmanni Group Corp,TOKMAN,<0.01%,Broadline Retail,FI,---,"$232,622.61","26,264"
,6897864,Ton Yi Industrial Corp,9907,<0.01%,"Metal, Glass & Plastic Containers",TW,---,"$232,594.27","389,000"
,6191373,Nippon Rietec Co Ltd,1938,<0.01%,Construction & Engineering,JP,---,"$232,527.57","17,000"
,B4Y8TB1,Wemade Co Ltd,112040,<0.01%,Interactive Home Entertainment,KR,---,"$232,402.52","13,053"
,B01QMC2,Nxera Pharma Co Ltd,4565,<0.01%,Pharmaceuticals,JP,---,"$232,380.85","40,900"
,6556789,MBSB Bhd,MBSB,<0.01%,Regional Banks,MY,---,"$232,345.39","1,361,200"
,BF1CV17,PKSHA Technology Inc,3993,<0.01%,Application Software,JP,---,"$232,219.93","10,652"
,BD5CC94,Shandong Sun Paper Industry JSC Ltd,002078,<0.01%,Paper Products,CN,---,"$232,202.99","109,700"
,B131QN1,Southern Province Cement Co,SOCCO,<0.01%,Construction Materials,SA,---,"$232,193.80","37,373"
,6708698,Hu Lane Associate Inc,6279,<0.01%,Automotive Parts & Equipment,TW,---,"$231,902.01","56,583"
,B548673,Bank Tabungan Negara Persero Tbk PT,BBTN,<0.01%,Diversified Banks,ID,---,"$231,807.93","3,224,980"
,BD5CN57,Hubei Energy Group Co Ltd,000883,<0.01%,Independent Power Producers & Energy Traders,CN,---,"$231,571.82","354,400"
,B0DD1H9,Kossan Rubber Industries Bhd,KRI,<0.01%,Health Care Supplies,MY,---,"$231,528.24","869,600"
,6295048,Tong Ren Tang Technologies Co Ltd,1666,<0.01%,Pharmaceuticals,HK,---,"$231,515.04","380,000"
,6124960,Pfizer Ltd,PFIZ,<0.01%,Pharmaceuticals,IN,---,"$231,093.97","4,150"
,B44LG20,Jupiter Wagons Ltd,JWL,<0.01%,Construction Machinery & Heavy Transportation Equipment,IN,---,"$230,929.79","72,009"
,BD5CLK8,OFILM Group Co Ltd,002456,<0.01%,Electronic Components,CN,---,"$230,914.62","144,400"
,BD5CGC5,Guiyang Longmaster Information & Technology Co Ltd,300288,<0.01%,Health Care Technology,CN,---,"$230,519.94","110,800"
,BD5CMT4,TCL Zhonghuan Renewable Energy Technology Co Ltd,002129,<0.01%,Semiconductor Materials & Equipment,CN,---,"$230,500.84","173,201"
,BF2X0W3,Shanghai Environment Group Co Ltd,601200,<0.01%,Environmental & Facilities Services,CN,---,"$230,449.92","201,840"
,BKP5JH9,Angelalign Technology Inc,6699,<0.01%,Health Care Equipment,HK,---,"$230,340.59","28,753"
,B1JRSG0,Network18 Media & Investments Ltd,NETM,<0.01%,Broadcasting,IN,---,"$230,191.76","455,290"
,B0ZGW28,Chalice Mining Ltd,CHN,<0.01%,Diversified Metals & Mining,AU,---,"$230,154.82","194,712"
,BP3R682,Shanxi Lu'an Environmental Energy Development Co Ltd,601699,<0.01%,Coal & Consumable Fuels,CN,---,"$230,047.36","124,700"
,BM8H5S9,JBM Auto Ltd,JBMA,<0.01%,Automotive Parts & Equipment,IN,---,"$229,914.12","33,344"
,6872151,JSL Construction & Development Co Ltd,2540,<0.01%,Real Estate Development,TW,---,"$229,876.54","148,335"
,B1LGZV9,Tanla Platforms Ltd,TANLA,<0.01%,Application Software,IN,---,"$229,870.45","37,034"
,6853554,Standard Foods Corp,1227,<0.01%,Packaged Foods & Meats,TW,---,"$229,854.79","236,400"
,6641298,Nippon Fine Chemical Co Ltd,4362,<0.01%,Specialty Chemicals,JP,---,"$229,723.89","12,700"
,6567156,Flytech Technology Co Ltd,6206,<0.01%,Electronic Equipment & Instruments,TW,---,"$229,645.66","74,853"
,BP39L27,Suzhou Centec Communications Co Ltd,688702,<0.01%,Semiconductors,CN,---,"$229,516.19","12,080"
,BP3RH12,Angel Yeast Co Ltd,600298,<0.01%,Packaged Foods & Meats,CN,---,"$229,116.27","39,500"
,BP3RCC8,China Coal Xinji Energy Co Ltd,601918,<0.01%,Coal & Consumable Fuels,CN,---,"$229,057.16","238,200"
,6895620,Toenec Corp,1946,<0.01%,Construction & Engineering,JP,---,"$229,029.52","18,000"
,BNDKP46,Suzhou Everbright Photonics Co Ltd,688048,<0.01%,Semiconductors,CN,---,"$229,026.81","13,544"
,6164438,CAC Holdings Corp,4725,<0.01%,IT Consulting & Other Services,JP,---,"$228,887.47","17,100"
,6225476,Cromwell Property Group,CMW,<0.01%,Office REITs,AU,---,"$228,784.91","766,822"
,BTPR2M4,GRUPO CIBEST SA,PFCIBEST,<0.01%,Diversified Banks,CO,---,"$228,767.58","14,574"
,BK94875,Bank of Changsha Co Ltd,601577,<0.01%,Regional Banks,CN,---,"$228,737.79","167,800"
,BMVQDZ6,Auction Technology Group PLC,ATG,<0.01%,Specialized Consumer Services,GB,---,"$228,712.33","61,115"
,B28XZG5,Raydium Semiconductor Corp,3592,<0.01%,Semiconductors,TW,---,"$228,658.93","33,000"
,BNHPLZ0,Huaming Power Equipment Co Ltd,002270,<0.01%,Industrial Machinery & Supplies & Components,CN,---,"$228,649.08","65,400"
,B03MVQ5,TR Anadolu Metal Madencilik Isletmeleri AS,TRMET,<0.01%,Diversified Metals & Mining,TR,---,"$228,633.70","102,649"
,B1Y4WH5,Log-in Logistica Intermodal SA,LOGN3,<0.01%,Marine Transportation,BR,---,"$228,605.34","32,900"
,BMV33M4,Autohome Inc,2518,<0.01%,Interactive Media & Services,HK,---,"$228,598.09","38,644"
,6179733,Cathay Real Estate Development Co Ltd,2501,<0.01%,Real Estate Development,TW,---,"$228,568.93","319,200"
,6295855,Sterlite Technologies Ltd,SOTL,<0.01%,Communications Equipment,IN,---,"$228,383.56","194,762"
,BHQPSR0,SG Micro Corp,300661,<0.01%,Semiconductors,CN,---,"$228,333.12","24,722"
,BP3RDB4,Shanghai Belling Co Ltd,600171,<0.01%,Semiconductors,CN,---,"$228,228.41","49,800"
,BDC41N0,China Petroleum Engineering Corp,600339,<0.01%,Oil & Gas Equipment & Services,CN,---,"$228,191.85","478,400"
,BD5CN24,Wangsu Science & Technology Co Ltd,300017,<0.01%,Internet Services & Infrastructure,CN,---,"$228,067.55","154,300"
,BMF7QJ0,Shanghai Zhenhua Heavy Industries Co Ltd,600320,<0.01%,Construction Machinery & Heavy Transportation Equipment,CN,---,"$227,859.18","354,500"
,BP3R6P9,Neusoft Corp,600718,<0.01%,Application Software,CN,---,"$227,703.08","154,200"
,BD5LS71,LB Group Co Ltd,002601,<0.01%,Commodity Chemicals,CN,---,"$227,667.49","87,600"
,BP3R6L5,Xiamen C & D Inc,600153,<0.01%,Trading Companies & Distributors,CN,---,"$227,607.17","161,800"
,4547213,Lagardere SA,MMB,<0.01%,Publishing,FR,---,"$227,588.79","10,383"
,BHQPRQ2,Guangdong Hongda Holdings Group Co Ltd,002683,<0.01%,Diversified Metals & Mining,CN,---,"$227,462.41","39,300"
,BN0ZDL7,CITIC Metal Co Ltd,601061,<0.01%,Trading Companies & Distributors,CN,---,"$227,449.29","111,100"
,B2QZ4K0,CyberPower Systems Inc,3617,<0.01%,Electrical Components & Equipment,TW,---,"$227,387.17","35,000"
,B1KMXR0,Graphite India Ltd,GRIL,<0.01%,Electrical Components & Equipment,IN,---,"$227,082.98","36,497"
,5970982,Energiekontor AG,EKT,<0.01%,Heavy Electrical Equipment,DE,---,"$227,057.22","5,707"
,BK71F55,Anji Microelectronics Technology Shanghai Co Ltd,688019,<0.01%,Semiconductor Materials & Equipment,CN,---,"$227,038.03","7,935"
,6495417,Hankook Shell Oil Co Ltd,002960,<0.01%,Oil & Gas Refining & Marketing,KR,---,"$227,028.85",717
,7124958,Sarantis SA,SAR,<0.01%,Personal Care Products,GR,---,"$226,952.89","15,818"
,BD5LQR7,Ningbo Ligong Environment And Energy Technology Co Ltd,002322,<0.01%,Electrical Components & Equipment,CN,---,"$226,885.74","129,500"
,BNHPRC9,Jiangsu Leili Motor Co Ltd,300660,<0.01%,Electrical Components & Equipment,CN,---,"$226,705.21","34,100"
,6906823,Tsukishima Holdings Co Ltd,6332,<0.01%,Industrial Machinery & Supplies & Components,JP,---,"$226,673.57","13,300"
,BP3R9J4,Beijing Tiantan Biological Products Corp Ltd,600161,<0.01%,Biotechnology,CN,---,"$226,573.53","92,680"
,BFZYRL1,Healius Ltd,HLS,<0.01%,Health Care Services,AU,---,"$226,499.55","352,684"
,BYQN3W3,B GRIMM POWER PCL-FOREIGN,BGRIM/F,<0.01%,Independent Power Producers & Energy Traders,TH,---,"$226,491.92","507,800"
,6740849,Riso Kagaku Corp,6413,<0.01%,"Technology Hardware, Storage & Peripherals",JP,---,"$226,463.64","28,200"
,B0C5VF4,SKY Network Television Ltd,SKT,<0.01%,Cable & Satellite,NZ,---,"$226,446.20","112,768"
,BD76120,Fulin Precision Co Ltd,300432,<0.01%,Automotive Parts & Equipment,CN,---,"$226,318.61","98,910"
,6101242,Shipping Corp of India Ltd,SCI,<0.01%,Marine Transportation,IN,---,"$226,284.10","87,101"
,6535261,Shenzhen Investment Ltd,604,<0.01%,Diversified Real Estate Activities,HK,---,"$226,202.22","1,975,953"
,B00LR01,Hanon Systems,018880,<0.01%,Automotive Parts & Equipment,KR,---,"$226,197.94","88,115"
,BMHYZW5,Allied Supreme Corp,4770,<0.01%,Specialty Chemicals,TW,---,"$225,881.62","33,000"
,BMYZ286,Lightspeed Commerce Inc,LSPD,<0.01%,Application Software,US,---,"$225,868.99","20,113"
,BP3RJH2,Yechiu Metal Recycling China Ltd,601388,<0.01%,Aluminum,CN,---,"$225,825.97","553,500"
,6315407,MEC Co Ltd,4971,<0.01%,Specialty Chemicals,JP,---,"$225,585.51","6,883"
,BD4TZK8,OCI NV,OCI,<0.01%,Fertilizers & Agricultural Chemicals,NL,---,"$225,531.91","57,213"
,BVVFD01,Health Care & Medical Investment Corp,3455,<0.01%,Health Care REITs,JP,---,"$225,372.68",295
,BCDYGW6,Burstone Group Ltd,BTN,<0.01%,Diversified REITs,ZA,---,"$225,119.89","400,652"
,6466866,Ishihara Sangyo Kaisha Ltd,4028,<0.01%,Diversified Chemicals,JP,---,"$224,976.48","12,500"
,BP3R949,China National Software & Service Co Ltd,600536,<0.01%,Application Software,CN,---,"$224,831.78","35,100"
,BD5CM61,Dong-E-E-Jiao Co Ltd,000423,<0.01%,Pharmaceuticals,CN,---,"$224,612.63","33,600"
,BQQ1JQ7,Feed One Co Ltd,2060,<0.01%,Packaged Foods & Meats,JP,---,"$224,574.03","34,180"
,2634117,UNITED MICROELECTRON-SP ADR,UMC,<0.01%,Semiconductors,US,ADR,"$224,568.38","30,103"
,BNHPGH7,Zhejiang Changsheng Sliding Bearings Co Ltd,300718,<0.01%,Industrial Machinery & Supplies & Components,CN,---,"$224,376.22","19,200"
,6905745,Truly International Holdings Ltd,732,<0.01%,Electronic Components,HK,---,"$224,246.26","1,626,000"
,6351597,Formosan Rubber Group Inc,2107,<0.01%,Commodity Chemicals,TW,---,"$224,040.74","297,101"
,6238485,CMC Magnetics Corp,2323,<0.01%,"Technology Hardware, Storage & Peripherals",TW,---,"$223,391.54","739,855"
,B02NR83,NEL ASA,NEL,<0.01%,Heavy Electrical Equipment,NO,---,"$223,283.21","943,855"
,BDFSBZ1,Anup Engineering Limited/The,ANUP,<0.01%,Industrial Machinery & Supplies & Components,IN,---,"$223,170.90","8,819"
,BD5LV72,TianShan Material Co Ltd,000877,<0.01%,Construction Materials,CN,---,"$222,979.13","271,800"
,BP3RGR1,COSCO SHIPPING Specialized Carriers Co Ltd,600428,<0.01%,Marine Transportation,CN,---,"$222,901.32","226,800"
,BQ3RT79,Remegen Co Ltd,688331,<0.01%,Biotechnology,CN,---,"$222,893.33","15,707"
,B1YYNJ4,Mah Sing Group Bhd,MSGB,<0.01%,Real Estate Development,MY,---,"$222,687.53","891,500"
,BP3R8R5,Beijing Gehua CATV Network Co Ltd,600037,<0.01%,Cable & Satellite,CN,---,"$222,622.21","203,200"
,6014027,Alkane Resources Ltd,ALK,<0.01%,Gold,AU,---,"$222,202.63","333,352"
,BD5M1J7,Leyard Optoelectronic Co Ltd,300296,<0.01%,Electronic Equipment & Instruments,CN,---,"$221,969.32","250,100"
,6961888,Warabeya Nichiyo Holdings Co Ltd,2918,<0.01%,Packaged Foods & Meats,JP,---,"$221,696.58","10,300"
,6222370,CTI Engineering Co Ltd,9621,<0.01%,Construction & Engineering,JP,---,"$221,555.87","11,400"
,B1YW5V4,Ez Tec Empreendimentos e Participacoes S/A,EZTC3,<0.01%,Homebuilding,BR,---,"$221,534.42","58,861"
,BF062T5,Cafe24 Corp,042000,<0.01%,Internet Services & Infrastructure,KR,---,"$221,473.78","9,349"
,B77P017,m-up Holdings Inc,3661,<0.01%,Application Software,JP,---,"$221,356.85","19,900"
,BMTCX90,Shanghai DZH Ltd,601519,<0.01%,Financial Exchanges & Data,CN,---,"$221,254.34","121,900"
,6693772,Lee & Man Paper Manufacturing Ltd,2314,<0.01%,Paper Products,HK,---,"$221,189.04","549,000"
,BP3RD47,China Railway Hi-tech Industry Co Ltd,600528,<0.01%,Construction & Engineering,CN,---,"$221,172.03","194,000"
,6771924,Sampo Corp,1604,<0.01%,Consumer Electronics,TW,---,"$220,926.09","280,600"
,6494997,Korea Line Corp,005880,<0.01%,Marine Transportation,KR,---,"$220,914.89","189,211"
,B1Y1P66,Grieg Seafood ASA,GSF,<0.01%,Packaged Foods & Meats,NO,---,"$220,701.11","30,983"
,BF1QN02,TOA PAINT THAILAND PCL-FOR,TOA/F,<0.01%,Commodity Chemicals,TH,---,"$220,646.42","546,500"
,BLGZ209,Kervan Gida Sanayi Ve Ticaret AS,KRVGD,<0.01%,Packaged Foods & Meats,TR,---,"$220,455.82","3,838,239"
,6496614,Komatsu Matere Co Ltd,3580,<0.01%,Textiles,JP,---,"$220,417.96","41,300"
,BD0MXB8,Enerjisa Enerji AS,ENJSA,<0.01%,Electric Utilities,TR,---,"$220,416.67","116,815"
,B60CMV2,Rallis India Ltd,RALI,<0.01%,Fertilizers & Agricultural Chemicals,IN,---,"$220,281.22","74,494"
,BLGZ221,Restaurant Brands Asia Ltd,RBA,<0.01%,Restaurants,IN,---,"$220,276.47","315,551"
,BNG2BF2,KSB Ltd,KSB,<0.01%,Industrial Machinery & Supplies & Components,IN,---,"$220,139.64","25,540"
,BNHNGG0,Shijiazhuang Shangtai Technology Co Ltd,001301,<0.01%,Electrical Components & Equipment,CN,---,"$219,861.54","17,800"
,6355254,Fuji Pharma Co Ltd,4554,<0.01%,Pharmaceuticals,JP,---,"$219,855.01","19,400"
,B407NK9,HANA MICROELECTRONICS-FOREIG,HANA/F,<0.01%,Electronic Manufacturing Services,TH,---,"$219,839.83","429,000"
,B04PZG1,SK Networks Co Ltd,001740,<0.01%,Trading Companies & Distributors,KR,---,"$219,744.40","70,592"
