This file was downloaded on 13 Jan 2026;;;;;;
;;;;;;
Holdings details;;;;;;
Vanguard FTSE All-World UCITS ETF (USD) Distributing;;;;;;
As at 30 Nov 2025;;;;;;
;;;;;;
Ticker;Holding name;% of market value;Sector;Region;Market value;Shares
APD;Air Products and Chemicals Inc;0.0598%;Basic Materials;US;US$31,086,878.20;119,084
4063;Shin-Etsu Chemical Co Ltd;0.0596%;Basic Materials;JP;US$31,027,776.35;1,029,750
WBD;Warner Bros Discovery Inc;0.0595%;Consumer Discretionary;US;US$30,948,816.00;1,289,534
ALNY;Alnylam Pharmaceuticals Inc;0.0595%;Health Care;US;US$30,940,841.10;68,570
AI;Air Liquide SA;0.0593%;Basic Materials;FR;US$30,843,042.19;160,951
TRP;TC Energy Corp;0.0592%;Energy;CA;US$30,775,274.20;568,242
SU;Suncor Energy Inc;0.0589%;Energy;CA;US$30,626,639.65;679,425
2308;Delta Electronics Inc;0.0587%;Industrials;TW;US$30,519,206.37;1,027,731
6503;Mitsubishi Electric Corp;0.0585%;Industrials;JP;US$30,455,393.78;1,125,400
ROST;Ross Stores Inc;0.0585%;Consumer Discretionary;US;US$30,430,918.00;172,550
PSX;Phillips 66;0.0583%;Energy;US;US$30,305,824.00;221,275
NDA;Nordea Bank Abp;0.0582%;Financials;FI;US$30,283,148.45;1,712,191
ALL;Allstate Corp/The;0.0581%;Financials;US;US$30,244,437.88;142,006
BDX;Becton Dickinson & Co;0.0579%;Health Care;US;US$30,128,977.76;155,288
BN;Danone SA;0.0576%;Consumer Staples;FR;US$29,953,008.15;335,186
D;Dominion Energy Inc;0.0573%;Utilities;US;US$29,805,141.87;474,831
APO;Apollo Global Management Inc;0.0573%;Financials;US;US$29,792,957.85;225,961
VLO;Valero Energy Corp;0.057%;Energy;US;US$29,641,414.68;167,693
AFL;Aflac Inc;0.0568%;Financials;US;US$29,537,598.39;267,769
IFX;Infineon Technologies AG;0.0567%;Technology;DE;US$29,518,078.51;700,098
SLB;SLB Ltd;0.0567%;Energy;US;US$29,473,955.76;813,299
PCAR;PACCAR Inc;0.0564%;Industrials;US;US$29,347,873.80;278,390
RKT;Reckitt Benckiser Group PLC;0.0562%;Consumer Staples;GB;US$29,255,076.34;377,295
MNST;Monster Beverage Corp;0.0558%;Consumer Staples;US;US$29,009,431.56;386,844
CPG;Compass Group PLC;0.0554%;Consumer Discretionary;GB;US$28,834,849.68;917,460
DLR;Digital Realty Trust Inc;0.0554%;Real Estate;US;US$28,825,122.64;180,022
URI;United Rentals Inc;0.0548%;Industrials;US;US$28,525,593.74;34,993
O;Realty Income Corp;0.0548%;Real Estate;US;US$28,500,646.37;494,717
CNR;Canadian National Railway Co;0.0547%;Industrials;CA;US$28,477,599.35;296,639
LHX;L3Harris Technologies Inc;0.0547%;Industrials;US;US$28,433,625.94;102,026
CAH;Cardinal Health Inc;0.0545%;Health Care;US;US$28,362,181.20;133,620
GLEN;Glencore PLC;0.0543%;Basic Materials;GB;US$28,245,835.03;5,908,429
EA;Electronic Arts Inc;0.0543%;Consumer Discretionary;US;US$28,221,772.73;139,691
KMI;Kinder Morgan Inc;0.0541%;Energy;US;US$28,134,491.16;1,029,813
WPM;Wheaton Precious Metals Corp;0.054%;Basic Materials;CA;US$28,068,920.45;254,965
DGE;Diageo PLC;0.0539%;Consumer Staples;GB;US$28,037,248.30;1,219,256
NPN;Naspers Ltd;0.0537%;Technology;ZA;US$27,952,260.07;447,407
SREN;Swiss Re AG;0.0533%;Financials;CH;US$27,717,674.20;157,230
GLE;Societe Generale SA;0.0532%;Financials;FR;US$27,664,098.45;397,682
FTNT;Fortinet Inc;0.0531%;Technology;US;US$27,646,021.06;340,762
EW;Edwards Lifesciences Corp;0.053%;Health Care;US;US$27,591,221.16;318,348
DHL;Deutsche Post AG;0.0529%;Industrials;DE;US$27,506,031.33;528,683
BKR;Baker Hughes Co;0.0528%;Energy;US;US$27,455,032.60;546,913
DDOG;Datadog Inc;0.0525%;Technology;US;US$27,311,946.89;170,689
F;Ford Motor Co;0.0525%;Consumer Discretionary;US;US$27,308,341.28;2,056,351
CVNA;Carvana Co;0.0525%;Consumer Discretionary;US;US$27,299,926.50;72,897
RJHI;Al Rajhi Bank;0.0522%;Financials;SA;US$27,150,529.08;1,062,638
ABNB;Airbnb Inc;0.0522%;Consumer Discretionary;US;US$27,137,234.38;231,962
MBG;Mercedes-Benz Group AG;0.0521%;Consumer Discretionary;DE;US$27,123,432.80;401,843
OR;L'Oreal SA;0.0521%;Consumer Discretionary;FR;US$27,095,703.92;62,160
7741;Hoya Corp;0.0521%;Health Care;JP;US$27,079,077.22;180,200
LONN;Lonza Group AG;0.0517%;Health Care;CH;US$26,872,906.16;39,232
9999;NetEase Inc;0.0516%;Consumer Discretionary;HK;US$26,826,770.19;975,993
CBRE;CBRE Group Inc;0.0512%;Real Estate;US;US$26,625,566.24;164,528
6701;NEC Corp;0.0512%;Technology;JP;US$26,621,808.39;705,200
NXPI;NXP Semiconductors NV;0.0511%;Technology;US;US$26,577,339.84;136,336
FERG;Ferguson Enterprises Inc;0.0508%;Industrials;US;US$26,449,258.65;105,095
OCBC;Oversea-Chinese Banking Corp Ltd;0.0506%;Financials;SG;US$26,334,992.47;1,843,663
ROP;Roper Technologies Inc;0.0501%;Technology;US;US$26,056,124.46;58,393
CSU;Constellation Software Inc/Canada;0.05%;Technology;CA;US$25,984,647.25;10,710
9433;KDDI Corp;0.0497%;Telecommunications;JP;US$25,847,120.47;1,499,700
HOLN;Holcim AG;0.0497%;Industrials;CH;US$25,828,015.84;275,706
DB1;Deutsche Boerse AG;0.0496%;Financials;DE;US$25,784,977.61;96,390
2318;Ping An Insurance Group Co of China Ltd;0.0496%;Financials;HK;US$25,784,313.35;3,540,500
CTVA;Corteva Inc;0.0494%;Consumer Staples;US;US$25,698,513.36;380,888
MSTR;Strategy Inc;0.0491%;Technology;US;US$25,532,169.54;144,103
XEL;Xcel Energy Inc;0.049%;Utilities;US;US$25,478,240.34;310,294
WDAY;Workday Inc;0.0489%;Technology;US;US$25,456,959.68;118,064
SGO;Cie de Saint-Gobain SA;0.0488%;Industrials;FR;US$25,388,122.97;254,549
TTWO;Take-Two Interactive Software Inc;0.0487%;Consumer Discretionary;US;US$25,335,859.34;102,962
CMG;Chipotle Mexican Grill Inc;0.0485%;Consumer Discretionary;US;US$25,244,130.80;731,290
OKE;ONEOK Inc;0.0485%;Energy;US;US$25,211,012.20;346,210
AME;AMETEK Inc;0.0484%;Industrials;US;US$25,199,906.27;127,343
FAST;Fastenal Co;0.0483%;Basic Materials;US;US$25,143,748.00;622,370
EXC;Exelon Corp;0.0483%;Utilities;US;US$25,111,944.32;532,936
ROK;Rockwell Automation Inc;0.0482%;Industrials;US;US$25,078,126.86;63,351
LNG;Cheniere Energy Inc;0.0482%;Energy;US;US$25,053,139.72;120,182
BAS;BASF SE;0.0481%;Basic Materials;DE;US$25,033,746.18;480,414
BHARTIPP;Bharti Airtel Ltd;0.0479%;Telecommunications;IN;US$24,913,568.31;1,400,048
NA;National Bank of Canada;0.0478%;Financials;CA;US$24,860,088.70;205,127
6702;Fujitsu Ltd;0.0478%;Technology;JP;US$24,847,452.74;935,000
4568;Daiichi Sankyo Co Ltd;0.0477%;Health Care;JP;US$24,805,864.79;1,001,800
1211;BYD Co Ltd;0.0475%;Consumer Discretionary;HK;US$24,726,523.97;1,974,470
RACE;Ferrari NV;0.0475%;Consumer Discretionary;IT;US$24,696,168.19;62,995
3988;Bank of China Ltd;0.0475%;Financials;HK;US$24,686,975.96;41,069,000
CARR;Carrier Global Corp;0.0474%;Industrials;US;US$24,640,790.72;448,994
VALE3;Vale SA;0.0473%;Basic Materials;BR;US$24,607,218.78;1,950,761
8267;Aeon Co Ltd;0.0472%;Consumer Staples;JP;US$24,574,662.26;1,356,278
WCN;Waste Connections Inc;0.0472%;Utilities;CA;US$24,543,677.29;137,903
MQG;Macquarie Group Ltd;0.0471%;Financials;AU;US$24,487,224.82;189,502
HLN;Haleon PLC;0.0464%;Health Care;GB;US$24,160,261.24;4,916,193
A;Agilent Technologies Inc;0.0464%;Health Care;US;US$24,155,220.50;157,363
AIG;American International Group Inc;0.0464%;Financials;US;US$24,154,220.16;317,151
DHI;DR Horton Inc;0.0461%;Consumer Discretionary;US;US$23,975,686.81;150,781
MET;MetLife Inc;0.046%;Financials;US;US$23,936,484.00;312,650
9961;Trip.com Group Ltd;0.0459%;Consumer Discretionary;HK;US$23,860,879.06;347,236
AMP;Ameriprise Financial Inc;0.0459%;Financials;US;US$23,855,254.56;52,344
4502;Takeda Pharmaceutical Co Ltd;0.0456%;Health Care;JP;US$23,695,120.79;820,600
2914;Japan Tobacco Inc;0.0451%;Consumer Staples;JP;US$23,434,162.77;623,300
DSV;DSV A/S;0.0449%;Industrials;DK;US$23,364,387.77;102,461
ANG;Anglogold Ashanti Plc;0.0448%;Basic Materials;ZA;US$23,304,762.58;276,165
MPWR;Monolithic Power Systems Inc;0.0446%;Technology;US;US$23,189,399.28;24,984
INVEB;Investor AB;0.0445%;Financials;SE;US$23,155,146.16;679,507
FICO;Fair Isaac Corp;0.0445%;Industrials;US;US$23,130,876.47;12,809
STAN;Standard Chartered PLC;0.0444%;Financials;GB;US$23,087,925.95;1,041,222
ITUB4;Itau Unibanco Holding SA;0.0444%;Financials;BR;US$23,073,923.20;2,960,821
YUM;Yum! Brands Inc;0.0443%;Consumer Discretionary;US;US$23,049,678.45;150,445
VOLVB;Volvo AB;0.0442%;Industrials;SE;US$23,018,617.20;767,701
ATD;Alimentation Couche-Tard Inc;0.0442%;Consumer Discretionary;CA;US$22,989,234.81;419,863
PEG;Public Service Enterprise Group Inc;0.0441%;Utilities;US;US$22,926,072.96;274,498
KR;Kroger Co/The;0.044%;Consumer Staples;US;US$22,913,078.64;340,563
MSCI;MSCI Inc;0.044%;Financials;US;US$22,887,032.00;40,600
9434;SoftBank Corp;0.044%;Telecommunications;JP;US$22,884,944.16;15,999,980
RSG;Republic Services Inc;0.0438%;Utilities;US;US$22,804,106.54;105,059
PSA;Public Storage;0.0438%;Real Estate;US;US$22,777,485.64;82,966
ETR;Entergy Corp;0.0437%;Utilities;US;US$22,725,475.68;233,034
TGT;Target Corp;0.0436%;Consumer Discretionary;US;US$22,704,659.76;250,548
IQV;IQVIA Holdings Inc;0.0433%;Health Care;US;US$22,530,629.55;97,955
ADYEN;Adyen NV;0.043%;Industrials;NL;US$22,368,215.41;14,377
AAL;Anglo American PLC;0.0424%;Basic Materials;GB;US$22,065,608.36;584,121
DELL;Dell Technologies Inc;0.0423%;Technology;US;US$21,997,682.70;164,962
FNV;Franco-Nevada Corp;0.0421%;Basic Materials;CA;US$21,919,056.45;104,591
CLS;Celestica Inc;0.042%;Technology;CA;US$21,864,541.06;63,486
GWW;WW Grainger Inc;0.042%;Industrials;US;US$21,833,668.08;23,016
AXON;Axon Enterprise Inc;0.0419%;Industrials;US;US$21,805,991.94;40,371
7267;Honda Motor Co Ltd;0.0419%;Consumer Discretionary;JP;US$21,769,656.39;2,161,040
PRU;Prudential Financial Inc;0.0417%;Financials;US;US$21,712,893.25;200,581
TSCO;Tesco PLC;0.0417%;Consumer Staples;GB;US$21,677,491.94;3,633,216
8002;Marubeni Corp;0.0417%;Industrials;JP;US$21,673,251.52;821,100
CTSH;Cognizant Technology Solutions Corp;0.0417%;Technology;US;US$21,673,396.71;278,901
VMC;Vulcan Materials Co;0.0415%;Industrials;US;US$21,614,995.56;72,719
MM;Mahindra & Mahindra Ltd;0.0415%;Consumer Discretionary;IN;US$21,612,114.78;514,505
EXPN;Experian PLC;0.0413%;Industrials;GB;US$21,479,120.51;487,832
005935;Samsung Electronics Co Ltd;0.0413%;Telecommunications;KR;US$21,474,025.09;421,077
CABK;CaixaBank SA;0.0413%;Financials;ES;US$21,460,578.60;1,923,017
CCO;Cameco Corp;0.0411%;Energy;CA;US$21,386,031.85;240,526
EOAN;E.ON SE;0.0411%;Utilities;DE;US$21,381,321.08;1,200,224
LR;Legrand SA;0.041%;Industrials;FR;US$21,333,185.87;140,804
CCI;Crown Castle Inc;0.041%;Real Estate;US;US$21,325,837.68;233,631
EBAY;eBay Inc;0.0409%;Consumer Discretionary;US;US$21,273,221.66;256,954
GMG;Goodman Group;0.0407%;Real Estate;AU;US$21,173,346.91;1,087,813
ALC;Alcon AG;0.0404%;Health Care;CH;US$21,001,465.89;264,064
HIG;Hartford Financial Services Group Inc/The;0.0404%;Financials;US;US$20,991,625.70;153,190
DOL;Dollarama Inc;0.04%;Consumer Discretionary;CA;US$20,787,456.33;144,930
III;3i Group PLC;0.0399%;Financials;GB;US$20,770,987.40;496,397
ENI;Eni SpA;0.0399%;Energy;IT;US$20,751,044.37;1,108,378
ED;Consolidated Edison Inc;0.0397%;Utilities;US;US$20,656,597.00;205,825
9618;JD.com Inc;0.0396%;Consumer Discretionary;HK;US$20,622,142.99;1,378,161
AD;Koninklijke Ahold Delhaize NV;0.0396%;Consumer Staples;NL;US$20,580,307.74;497,426
PRU;Prudential PLC;0.0394%;Financials;GB;US$20,494,643.63;1,414,509
GFI;Gold Fields Ltd;0.0393%;Basic Materials;ZA;US$20,464,376.16;487,569
SYY;Sysco Corp;0.0393%;Consumer Staples;US;US$20,446,441.20;268,326
MLM;Martin Marietta Materials Inc;0.0392%;Industrials;US;US$20,396,152.24;32,726
WAB;Westinghouse Air Brake Technologies Corp;0.039%;Industrials;US;US$20,289,829.50;97,290
ARAMCO;Saudi Arabian Oil Co;0.0389%;Energy;SA;US$20,251,415.04;3,084,538
TRGP;Targa Resources Corp;0.0388%;Energy;US;US$20,174,674.80;115,080
NDAQ;Nasdaq Inc;0.0387%;Financials;US;US$20,120,232.32;221,296
FFH;Fairfax Financial Holdings Ltd;0.0386%;Financials;CA;US$20,085,402.88;11,636
GEHC;GE HealthCare Technologies Inc;0.0386%;Health Care;US;US$20,084,609.11;251,089
EQT;EQT Corp;0.0386%;Energy;US;US$20,080,574.42;329,947
FLUT;Flutter Entertainment PLC;0.0386%;Consumer Discretionary;US;US$20,066,223.38;96,098
NUE;Nucor Corp;0.0383%;Basic Materials;US;US$19,938,961.33;125,017
IFC;Intact Financial Corp;0.0383%;Financials;CA;US$19,935,928.55;97,378
VTR;Ventas Inc;0.0383%;Real Estate;US;US$19,916,738.82;247,014
ASSAB;Assa Abloy AB;0.0383%;Industrials;SE;US$19,897,960.91;523,348
G;Generali;0.0382%;Financials;IT;US$19,885,327.38;501,299
KDP;Keurig Dr Pepper Inc;0.0381%;Consumer Staples;US;US$19,801,439.10;709,729
WEC;WEC Energy Group Inc;0.038%;Utilities;US;US$19,774,079.08;176,444
RMD;ResMed Inc;0.0379%;Health Care;US;US$19,714,003.97;77,059
4519;Chugai Pharmaceutical Co Ltd;0.0376%;Health Care;JP;US$19,549,171.42;364,300
TCS;Tata Consultancy Services Ltd;0.0375%;Technology;IN;US$19,525,406.38;556,653
CPNG;Coupang Inc;0.0375%;Consumer Discretionary;US;US$19,505,221.12;692,657
PCG;PG&E Corp;0.0374%;Utilities;US;US$19,477,924.96;1,208,308
VEEV;Veeva Systems Inc;0.0372%;Health Care;US;US$19,326,524.70;80,430
KEYS;Keysight Technologies Inc;0.0371%;Industrials;US;US$19,288,445.95;97,441
6367;Daikin Industries Ltd;0.0371%;Industrials;JP;US$19,290,573.53;148,400
STT;State Street Corp;0.037%;Financials;US;US$19,231,846.70;161,585
RWE;RWE AG;0.0369%;Utilities;DE;US$19,212,472.88;378,478
K;Kinross Gold Corp;0.0369%;Basic Materials;CA;US$19,167,937.10;678,544
KFH;Kuwait Finance House KSCP;0.0368%;Financials;KW;US$19,128,695.58;7,376,323
KMB;Kimberly-Clark Corp;0.0367%;Consumer Staples;US;US$19,091,089.60;174,955
6981;Murata Manufacturing Co Ltd;0.0366%;Technology;JP;US$19,061,809.68;925,800
SSE;SSE PLC;0.0366%;Utilities;GB;US$19,054,573.66;654,268
FIS;Fidelity National Information Services Inc;0.0365%;Industrials;US;US$19,000,953.00;288,900
PAYX;Paychex Inc;0.0365%;Industrials;US;US$18,988,081.83;170,007
UCB;UCB SA;0.0361%;Health Care;BE;US$18,791,791.83;67,327
FISV;Fiserv Inc;0.036%;Industrials;US;US$18,742,879.17;304,911
ACGL;Arch Capital Group Ltd;0.0358%;Financials;US;US$18,633,070.56;198,393
OTIS;Otis Worldwide Corp;0.0358%;Industrials;US;US$18,607,233.55;209,423
BAYN;Bayer AG;0.0357%;Health Care;DE;US$18,543,847.12;524,143
CPRT;Copart Inc;0.0355%;Consumer Discretionary;US;US$18,489,578.30;474,335
XYL;Xylem Inc/NY;0.0355%;Industrials;US;US$18,456,748.02;131,206
SLF;Sun Life Financial Inc;0.0355%;Financials;CA;US$18,445,888.36;310,449
IMB;Imperial Brands PLC;0.0355%;Consumer Staples;GB;US$18,444,203.10;433,920
AIRB;Air Liquide SA;0.0352%;Basic Materials;FR;US$18,294,534.06;95,468
;L'Oreal SA;0.035%;Consumer Discretionary;FR;US$18,233,804.62;41,830
LUMI;Bank Leumi Le-Israel BM;0.035%;Financials;IL;US$18,201,187.15;870,129
ATCOB;Atlas Copco AB;0.0346%;Industrials;SE;US$18,012,198.64;1,177,315
KVUE;Kenvue Inc;0.0346%;Consumer Staples;US;US$17,979,041.60;1,036,256
8053;Sumitomo Corp;0.0345%;Industrials;JP;US$17,953,578.98;572,000
AMS;Amadeus IT Group SA;0.0344%;Technology;ES;US$17,900,675.06;243,516
HEI;Heidelberg Materials AG;0.0344%;Industrials;DE;US$17,894,610.09;69,675
BAF;Bajaj Finance Ltd;0.0343%;Financials;IN;US$17,852,632.13;1,539,155
9888;Baidu Inc;0.0343%;Technology;HK;US$17,829,368.27;1,219,792
AXSB;Axis Bank Ltd;0.0342%;Financials;IN;US$17,794,350.29;1,243,776
FER;Ferrovial SE;0.0341%;Industrials;ES;US$17,731,298.43;270,605
GRMN;Garmin Ltd;0.0341%;Consumer Discretionary;US;US$17,724,118.08;90,744
ATCOA;Atlas Copco AB;0.034%;Industrials;SE;US$17,672,760.22;1,040,481
GIVN;Givaudan SA;0.034%;Basic Materials;CH;US$17,674,238.74;4,190
LT;Larsen & Toubro Ltd;0.0335%;Industrials;IN;US$17,430,340.55;383,109
MTD;Mettler-Toledo International Inc;0.0335%;Industrials;US;US$17,429,726.16;11,803
GALD;Galderma Group AG;0.0335%;Health Care;CH;US$17,406,214.58;87,352
XYZ;Block Inc;0.0334%;Industrials;US;US$17,381,694.00;260,205
8801;Mitsui Fudosan Co Ltd;0.0333%;Real Estate;JP;US$17,337,472.60;1,475,600
RIO;Rio Tinto Ltd;0.0332%;Basic Materials;AU;US$17,293,889.94;199,355
ORA;Orange SA;0.0331%;Telecommunications;FR;US$17,233,695.76;1,046,483
VRSK;Verisk Analytics Inc;0.0331%;Industrials;US;US$17,219,205.42;76,506
8591;ORIX Corp;0.0331%;Financials;JP;US$17,216,710.03;633,200
IR;Ingersoll Rand Inc;0.0331%;Industrials;US;US$17,197,018.02;214,053
NRG;NRG Energy Inc;0.033%;Utilities;US;US$17,177,811.50;101,350
ADS;adidas AG;0.0329%;Consumer Discretionary;DE;US$17,107,016.43;91,898
3382;Seven & i Holdings Co Ltd;0.0328%;Consumer Staples;JP;US$17,090,399.23;1,241,600
6762;TDK Corp;0.0328%;Industrials;JP;US$17,061,146.43;1,040,200
SAND;Sandvik AB;0.0328%;Industrials;SE;US$17,053,252.68;564,160
WDS;Woodside Energy Group Ltd;0.0327%;Energy;AU;US$16,988,946.91;1,039,137
WTW;Willis Towers Watson PLC;0.0326%;Financials;US;US$16,959,393.00;52,833
NOKIA;Nokia Oyj;0.0326%;Telecommunications;FI;US$16,945,547.64;2,785,446
MTB;M&T Bank Corp;0.0322%;Financials;US;US$16,737,648.02;87,991
6301;Komatsu Ltd;0.0321%;Industrials;JP;US$16,723,223.33;509,500
EBS;Erste Group Bank AG;0.032%;Financials;AT;US$16,663,359.35;152,503
5803;Fujikura Ltd;0.032%;Industrials;JP;US$16,655,943.61;144,800
FITB;Fifth Third Bancorp;0.0319%;Financials;US;US$16,614,584.16;382,296
INVEA;Investor AB;0.0319%;Financials;SE;US$16,573,047.89;489,089
EXPE;Expedia Group Inc;0.0318%;Consumer Discretionary;US;US$16,553,370.60;64,740
POLI;Bank Hapoalim BM;0.0318%;Financials;IL;US$16,545,545.92;766,553
5802;Sumitomo Electric Industries Ltd;0.0318%;Consumer Discretionary;JP;US$16,543,905.16;420,400
TER;Teradyne Inc;0.0318%;Technology;US;US$16,523,069.49;90,841
SYF;Synchrony Financial;0.0317%;Industrials;US;US$16,496,323.76;213,241
TCL;Transurban Group;0.0316%;Industrials;AU;US$16,455,537.68;1,680,664
UOB;United Overseas Bank Ltd;0.0316%;Financials;SG;US$16,421,327.26;625,900
CBK;Commerzbank AG;0.0315%;Financials;DE;US$16,387,867.98;416,788
TSCO;Tractor Supply Co;0.0314%;Consumer Discretionary;US;US$16,351,720.44;298,498
RJF;Raymond James Financial Inc;0.0314%;Financials;US;US$16,320,234.24;104,256
SIKA;Sika AG;0.0313%;Industrials;CH;US$16,289,925.28;82,654
SDZ;Sandoz Group AG;0.0312%;Health Care;CH;US$16,250,055.72;230,042
KBC;KBC Group NV;0.0312%;Financials;BE;US$16,230,965.70;131,753
HUM;Humana Inc;0.0311%;Health Care;US;US$16,193,539.53;65,889
VICI;VICI Properties Inc;0.0311%;Real Estate;US;US$16,184,735.60;561,580
105560;KB Financial Group Inc;0.0311%;Financials;KR;US$16,163,027.78;190,466
ADM;Archer-Daniels-Midland Co;0.0311%;Consumer Staples;US;US$16,152,648.94;265,931
LEN;Lennar Corp;0.031%;Consumer Discretionary;US;US$16,122,064.40;122,788
DANSKE;Danske Bank A/S;0.0307%;Financials;DK;US$15,959,070.78;346,975
9432;NTT Inc;0.0306%;Telecommunications;JP;US$15,941,445.02;15,967,025
SNB;Saudi National Bank/The;0.0306%;Financials;SA;US$15,920,464.65;1,618,559
8630;Sompo Holdings Inc;0.0305%;Financials;JP;US$15,857,217.56;499,600
OXY;Occidental Petroleum Corp;0.0304%;Energy;US;US$15,808,800.00;376,400
6752;Panasonic Holdings Corp;0.0303%;Consumer Discretionary;JP;US$15,767,418.14;1,254,400
PRY;Prysmian SpA;0.0302%;Industrials;IT;US$15,702,473.70;156,781
NTR;Nutrien Ltd;0.0302%;Basic Materials;CA;US$15,690,103.94;269,038
ARES;Ares Management Corp;0.0301%;Financials;US;US$15,677,314.35;99,951
8725;MS&AD Insurance Group Holdings Inc;0.0301%;Financials;JP;US$15,656,337.71;705,100
SLHN;Swiss Life Holding AG;0.0301%;Financials;CH;US$15,639,287.13;14,257
HPE;Hewlett Packard Enterprise Co;0.03%;Technology;US;US$15,598,077.66;713,218
5108;Bridgestone Corp;0.03%;Consumer Discretionary;JP;US$15,598,623.52;332,400
CSGP;CoStar Group Inc;0.03%;Real Estate;US;US$15,587,672.00;226,565
FANG;Diamondback Energy Inc;0.03%;Energy;US;US$15,582,643.39;102,121
7269;Suzuki Motor Corp;0.0299%;Consumer Discretionary;JP;US$15,557,953.22;994,600
MCHP;Microchip Technology Inc;0.0299%;Technology;US;US$15,551,059.20;290,240
ST;Singapore Telecommunications Ltd;0.0299%;Telecommunications;SG;US$15,534,515.69;4,253,600
LPLA;LPL Financial Holdings Inc;0.0298%;Financials;US;US$15,486,315.84;43,496
PPL;PPL Corp;0.0297%;Utilities;US;US$15,433,240.50;418,245
BMW;Bayerische Motoren Werke AG;0.0295%;Consumer Discretionary;DE;US$15,370,771.27;150,436
6954;FANUC Corp;0.0295%;Industrials;JP;US$15,334,050.62;476,100
AHT;Ashtead Group PLC;0.0292%;Industrials;GB;US$15,211,407.86;237,786
CBOE;Cboe Global Markets Inc;0.0291%;Financials;US;US$15,153,029.98;58,694
POW;Power Corp of Canada;0.0291%;Financials;CA;US$15,116,791.18;296,185
CCL;Carnival Corp;0.0291%;Consumer Discretionary;US;US$15,114,556.20;586,290
FE;FirstEnergy Corp;0.029%;Utilities;US;US$15,099,323.80;316,415
8750;Dai-ichi Life Holdings Inc;0.0289%;Financials;JP;US$15,052,242.55;1,927,700
AEE;Ameren Corp;0.0288%;Utilities;US;US$15,001,305.60;141,056
9020;East Japan Railway Co;0.0288%;Industrials;JP;US$14,955,032.36;576,800
GFNORTEO;Grupo Financiero Banorte SAB de CV;0.0287%;Financials;MX;US$14,945,799.11;1,565,000
ATO;Atmos Energy Corp;0.0285%;Utilities;US;US$14,812,787.19;83,987
FSLR;First Solar Inc;0.0285%;Energy;US;US$14,807,274.60;54,255
PETR4;Petroleo Brasileiro SA;0.0284%;Energy;BR;US$14,788,965.98;2,485,700
STE;STERIS PLC;0.0284%;Health Care;US;US$14,784,930.72;55,524
EXR;Extra Space Storage Inc;0.0284%;Real Estate;US;US$14,770,017.87;110,911
EXE;Expand Energy Corp;0.0283%;Energy;US;US$14,731,338.74;120,818
DTE;DTE Energy Co;0.0283%;Utilities;US;US$14,715,103.58;107,386
KMB;Kotak Mahindra Bank Ltd;0.0282%;Financials;IN;US$14,670,003.56;617,678
PSTG;Pure Storage Inc;0.0282%;Technology;US;US$14,643,349.76;164,606
HSY;Hershey Co/The;0.0281%;Consumer Staples;US;US$14,619,646.48;77,731
BR;Broadridge Financial Solutions Inc;0.028%;Financials;US;US$14,576,319.54;63,906
3711;ASE Technology Holding Co Ltd;0.028%;Technology;TW;US$14,553,751.46;1,990,281
8802;Mitsubishi Estate Co Ltd;0.028%;Real Estate;JP;US$14,551,086.19;616,200
PHM;PulteGroup Inc;0.028%;Consumer Discretionary;US;US$14,551,935.09;114,411
4901;FUJIFILM Holdings Corp;0.0279%;Technology;JP;US$14,514,424.86;674,100
AMRZ;Amrize Ltd;0.0279%;Industrials;CH;US$14,513,382.40;281,486
MDB;MongoDB Inc;0.0278%;Technology;US;US$14,462,083.44;43,512
SWEDA;Swedbank AB;0.0277%;Financials;SE;US$14,396,888.40;452,174
2628;China Life Insurance Co Ltd;0.0277%;Financials;HK;US$14,382,878.65;4,169,000
GMEXICOB;Grupo Mexico SAB de CV;0.0276%;Basic Materials;MX;US$14,369,667.37;1,650,800
BBCA;Bank Central Asia Tbk PT;0.0276%;Financials;ID;US$14,341,859.35;28,865,700
GIS;General Mills Inc;0.0275%;Consumer Staples;US;US$14,309,738.20;302,212
MKL;Markel Group Inc;0.0275%;Financials;US;US$14,290,542.36;6,869
ERICB;Telefonaktiebolaget LM Ericsson;0.0274%;Telecommunications;SE;US$14,272,523.53;1,477,985
ASM;ASM International NV;0.0274%;Technology;NL;US$14,269,541.36;25,918
NBK;National Bank of Kuwait SAKP;0.0274%;Financials;KW;US$14,251,978.71;4,357,216
